source,tissue,dataset,cell_type,manual_broadtype,method,agreement,broadtype
HCA,Prostate,HCA_Prostate,Endothelial cell (vascular),endothelial cell,ScType,0.5,endothelial cell
HCA,Prostate,HCA_Prostate,Epithelial cell (basal),stem cell,GPT-4,1,stem cell
HCA,Prostate,HCA_Prostate,Epithelial cell (basal),stem cell,GPT-4-mar2023,0,fibroblast
HCA,Prostate,HCA_Prostate,Epithelial cell (basal),stem cell,GPT-3.5,0,macrophage/monocyte
HCA,Prostate,HCA_Prostate,Epithelial cell (basal),stem cell,CellMarker2.0,0,malignant cell
HCA,Prostate,HCA_Prostate,Epithelial cell (basal),stem cell,SingleR,0,epithelial cell
HCA,Prostate,HCA_Prostate,Epithelial cell (basal),stem cell,ScType,0,epithelial cell
HCA,Prostate,HCA_Prostate,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-4,0,t/nk cell
HCA,Prostate,HCA_Prostate,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-4-mar2023,0.5,macrophage/monocyte
HCA,Prostate,HCA_Prostate,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-3.5,0,t/nk cell
HCA,Prostate,HCA_Prostate,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",CellMarker2.0,0,
HCA,Prostate,HCA_Prostate,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",SingleR,0.5,macrophage/monocyte
HCA,Prostate,HCA_Prostate,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",ScType,0.5,macrophage/monocyte
HCA,Skeletal muscle,HCA_Skeletal_muscle,Adipocyte,fat cell,GPT-4,1,fat cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Adipocyte,fat cell,GPT-4-mar2023,1,fat cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Adipocyte,fat cell,GPT-3.5,1,fat cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Adipocyte,fat cell,CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Adipocyte,fat cell,SingleR,0,stem cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Adipocyte,fat cell,ScType,0,progenitor cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (lymphatic),endothelial cell,GPT-4,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (lymphatic),endothelial cell,GPT-4-mar2023,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (lymphatic),endothelial cell,GPT-3.5,0.5,epithelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (lymphatic),endothelial cell,CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (lymphatic),endothelial cell,SingleR,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (lymphatic),endothelial cell,ScType,1,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Fibroblast,fibroblast,GPT-4,1,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Fibroblast,fibroblast,GPT-4-mar2023,0,progenitor cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Fibroblast,fibroblast,GPT-3.5,1,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Fibroblast,fibroblast,CellMarker2.0,1,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Fibroblast,fibroblast,SingleR,0,stem cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Fibroblast,fibroblast,ScType,0.5,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-4,0,immune cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-4-mar2023,0,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-3.5,0,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",SingleR,0.5,macrophage/monocyte
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",ScType,0,myeloid cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (NK cell),t/nk cell,GPT-4,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (NK cell),t/nk cell,GPT-4-mar2023,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (NK cell),t/nk cell,GPT-3.5,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (NK cell),t/nk cell,CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (NK cell),t/nk cell,SingleR,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (NK cell),t/nk cell,ScType,0.5,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (T cell),t/nk cell,GPT-4,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (T cell),t/nk cell,GPT-4-mar2023,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (T cell),t/nk cell,GPT-3.5,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (T cell),t/nk cell,CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (T cell),t/nk cell,SingleR,1,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (T cell),t/nk cell,ScType,0.5,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (mast cell),granulocyte,GPT-4,1,granulocyte
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (mast cell),granulocyte,GPT-4-mar2023,1,granulocyte
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (mast cell),granulocyte,GPT-3.5,1,granulocyte
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (mast cell),granulocyte,CellMarker2.0,0,blood cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (mast cell),granulocyte,SingleR,0,platelet
HCA,Skeletal muscle,HCA_Skeletal_muscle,Immune (mast cell),granulocyte,ScType,0.5,granulocyte
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (sk. muscle),muscle cell,GPT-4,0.5,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (sk. muscle),muscle cell,GPT-4-mar2023,1,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (sk. muscle),muscle cell,GPT-3.5,0,b cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (sk. muscle),muscle cell,CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (sk. muscle),muscle cell,SingleR,0,osteoblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (sk. muscle),muscle cell,ScType,0,t/nk cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Satellite cell,progenitor cell,GPT-4,1,progenitor cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Satellite cell,progenitor cell,GPT-4-mar2023,1,progenitor cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Satellite cell,progenitor cell,GPT-3.5,0,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Satellite cell,progenitor cell,CellMarker2.0,0.5,progenitor cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Satellite cell,progenitor cell,SingleR,0,stem cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Satellite cell,progenitor cell,ScType,1,progenitor cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Schwann cell,glial cell,GPT-4,1,glial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Schwann cell,glial cell,GPT-4-mar2023,1,glial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Schwann cell,glial cell,GPT-3.5,0,neuron
HCA,Skeletal muscle,HCA_Skeletal_muscle,Schwann cell,glial cell,CellMarker2.0,1,glial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Schwann cell,glial cell,SingleR,0,neuron
HCA,Skeletal muscle,HCA_Skeletal_muscle,Schwann cell,glial cell,ScType,0.5,glial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (NMJ-rich),muscle cell,GPT-4,0,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (NMJ-rich),muscle cell,GPT-4-mar2023,0,glial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (NMJ-rich),muscle cell,GPT-3.5,0,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (NMJ-rich),muscle cell,CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (NMJ-rich),muscle cell,SingleR,0,osteoblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Myocyte (NMJ-rich),muscle cell,ScType,0,progenitor cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (vascular),endothelial cell,GPT-4,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (vascular),endothelial cell,GPT-4-mar2023,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (vascular),endothelial cell,GPT-3.5,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (vascular),endothelial cell,CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (vascular),endothelial cell,SingleR,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Endothelial cell (vascular),endothelial cell,ScType,0.5,endothelial cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,"Myocyte (sk. muscle, cytoplasmic)",muscle cell,GPT-4,0.5,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,"Myocyte (sk. muscle, cytoplasmic)",muscle cell,GPT-4-mar2023,1,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,"Myocyte (sk. muscle, cytoplasmic)",muscle cell,GPT-3.5,0,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,"Myocyte (sk. muscle, cytoplasmic)",muscle cell,CellMarker2.0,0.5,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,"Myocyte (sk. muscle, cytoplasmic)",muscle cell,SingleR,0,stem cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,"Myocyte (sk. muscle, cytoplasmic)",muscle cell,ScType,0,fibroblast
HCA,Skeletal muscle,HCA_Skeletal_muscle,Pericyte/SMC,"pericyte,muscle cell",GPT-4,0.5,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Pericyte/SMC,"pericyte,muscle cell",GPT-4-mar2023,0.5,pericyte
HCA,Skeletal muscle,HCA_Skeletal_muscle,Pericyte/SMC,"pericyte,muscle cell",GPT-3.5,0.5,muscle cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Pericyte/SMC,"pericyte,muscle cell",CellMarker2.0,0,
HCA,Skeletal muscle,HCA_Skeletal_muscle,Pericyte/SMC,"pericyte,muscle cell",SingleR,0,stem cell
HCA,Skeletal muscle,HCA_Skeletal_muscle,Pericyte/SMC,"pericyte,muscle cell",ScType,0.5,fibroblast
HCA,Skin,HCA_Skin,Adipocyte,fat cell,GPT-4,1,fat cell
HCA,Skin,HCA_Skin,Adipocyte,fat cell,GPT-4-mar2023,1,fat cell
HCA,Skin,HCA_Skin,Adipocyte,fat cell,GPT-3.5,1,fat cell
HCA,Skin,HCA_Skin,Adipocyte,fat cell,CellMarker2.0,0,epithelial cell
HCA,Skin,HCA_Skin,Adipocyte,fat cell,SingleR,0,stem cell
HCA,Skin,HCA_Skin,Adipocyte,fat cell,ScType,0,epithelial cell
HCA,Skin,HCA_Skin,Endothelial cell (lymphatic),endothelial cell,GPT-4,0.5,endothelial cell
HCA,Skin,HCA_Skin,Endothelial cell (lymphatic),endothelial cell,GPT-4-mar2023,0.5,endothelial cell
HCA,Skin,HCA_Skin,Endothelial cell (lymphatic),endothelial cell,GPT-3.5,0,muscle cell
HCA,Skin,HCA_Skin,Endothelial cell (lymphatic),endothelial cell,CellMarker2.0,0,
HCA,Skin,HCA_Skin,Endothelial cell (lymphatic),endothelial cell,SingleR,0.5,endothelial cell
HCA,Skin,HCA_Skin,Endothelial cell (lymphatic),endothelial cell,ScType,1,endothelial cell
HCA,Skin,HCA_Skin,Epithelial cell (basal keratinocyte),stem cell,GPT-4,0,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (basal keratinocyte),stem cell,GPT-4-mar2023,0,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (basal keratinocyte),stem cell,GPT-3.5,0,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (basal keratinocyte),stem cell,CellMarker2.0,0,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (basal keratinocyte),stem cell,SingleR,0,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (basal keratinocyte),stem cell,ScType,0,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (cornified keratinocyte),epithelial cell,GPT-4,1,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (cornified keratinocyte),epithelial cell,GPT-4-mar2023,0.5,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (cornified keratinocyte),epithelial cell,GPT-3.5,1,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (cornified keratinocyte),epithelial cell,CellMarker2.0,0,
HCA,Skin,HCA_Skin,Epithelial cell (cornified keratinocyte),epithelial cell,SingleR,1,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (cornified keratinocyte),epithelial cell,ScType,0.5,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (mature keratinocyte),epithelial cell,GPT-4,1,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (mature keratinocyte),epithelial cell,GPT-4-mar2023,0.5,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (mature keratinocyte),epithelial cell,GPT-3.5,0,muscle cell
HCA,Skin,HCA_Skin,Epithelial cell (mature keratinocyte),epithelial cell,CellMarker2.0,0,stem cell
HCA,Skin,HCA_Skin,Epithelial cell (mature keratinocyte),epithelial cell,SingleR,1,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (mature keratinocyte),epithelial cell,ScType,0,neuron
HCA,Skin,HCA_Skin,Epithelial cell (suprabasal keratinocyte),epithelial cell,GPT-4,1,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (suprabasal keratinocyte),epithelial cell,GPT-4-mar2023,0.5,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (suprabasal keratinocyte),epithelial cell,GPT-3.5,0,fibroblast
HCA,Skin,HCA_Skin,Epithelial cell (suprabasal keratinocyte),epithelial cell,CellMarker2.0,0,
HCA,Skin,HCA_Skin,Epithelial cell (suprabasal keratinocyte),epithelial cell,SingleR,1,epithelial cell
HCA,Skin,HCA_Skin,Epithelial cell (suprabasal keratinocyte),epithelial cell,ScType,0.5,epithelial cell
HCA,Skin,HCA_Skin,Fibroblast,fibroblast,GPT-4,0.5,fibroblast
HCA,Skin,HCA_Skin,Fibroblast,fibroblast,GPT-4-mar2023,0,glial cell
HCA,Skin,HCA_Skin,Fibroblast,fibroblast,GPT-3.5,0,macrophage/monocyte
HCA,Skin,HCA_Skin,Fibroblast,fibroblast,CellMarker2.0,0,
HCA,Skin,HCA_Skin,Fibroblast,fibroblast,SingleR,0,stem cell
HCA,Skin,HCA_Skin,Fibroblast,fibroblast,ScType,0.5,stromal cell
HCA,Skin,HCA_Skin,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-4,0.5,macrophage/monocyte
HCA,Skin,HCA_Skin,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-4-mar2023,0.5,macrophage/monocyte
HCA,Skin,HCA_Skin,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",GPT-3.5,0,epithelial cell
HCA,Skin,HCA_Skin,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",CellMarker2.0,0,malignant cell
HCA,Skin,HCA_Skin,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",SingleR,0.5,macrophage/monocyte
HCA,Skin,HCA_Skin,Immune (DC/macrophage),"dendritic cell,macrophage/monocyte",ScType,0.5,dendritic cell
HCA,Skin,HCA_Skin,Immune (Langerhans),dendritic cell,GPT-4,0.5,macrophage/monocyte
HCA,Skin,HCA_Skin,Immune (Langerhans),dendritic cell,GPT-4-mar2023,0.5,dendritic cell
HCA,Skin,HCA_Skin,Immune (Langerhans),dendritic cell,GPT-3.5,1,dendritic cell
HCA,Skin,HCA_Skin,Immune (Langerhans),dendritic cell,CellMarker2.0,0,myeloid cell
HCA,Skin,HCA_Skin,Immune (Langerhans),dendritic cell,SingleR,0.5,macrophage/monocyte
HCA,Skin,HCA_Skin,Immune (Langerhans),dendritic cell,ScType,0.5,dendritic cell
HCA,Skin,HCA_Skin,Immune (T cell),t/nk cell,GPT-4,1,t/nk cell
HCA,Skin,HCA_Skin,Immune (T cell),t/nk cell,GPT-4-mar2023,1,t/nk cell
HCA,Skin,HCA_Skin,Immune (T cell),t/nk cell,GPT-3.5,0.5,granulocyte
HCA,Skin,HCA_Skin,Immune (T cell),t/nk cell,CellMarker2.0,0,blood cell
HCA,Skin,HCA_Skin,Immune (T cell),t/nk cell,SingleR,1,t/nk cell
HCA,Skin,HCA_Skin,Immune (T cell),t/nk cell,ScType,0.5,t/nk cell
HCA,Skin,HCA_Skin,Immune (mast cell),granulocyte,GPT-4,1,granulocyte
HCA,Skin,HCA_Skin,Immune (mast cell),granulocyte,GPT-4-mar2023,1,granulocyte
HCA,Skin,HCA_Skin,Immune (mast cell),granulocyte,GPT-3.5,0,melanocyte
HCA,Skin,HCA_Skin,Immune (mast cell),granulocyte,CellMarker2.0,1,granulocyte
HCA,Skin,HCA_Skin,Immune (mast cell),granulocyte,SingleR,0.5,t/nk cell
HCA,Skin,HCA_Skin,Immune (mast cell),granulocyte,ScType,1,granulocyte
HCA,Skin,HCA_Skin,Melanocyte,melanocyte,GPT-4,1,melanocyte
HCA,Skin,HCA_Skin,Melanocyte,melanocyte,GPT-4-mar2023,1,melanocyte
HCA,Skin,HCA_Skin,Melanocyte,melanocyte,GPT-3.5,0,muscle cell
HCA,Skin,HCA_Skin,Melanocyte,melanocyte,CellMarker2.0,0,malignant cell
HCA,Skin,HCA_Skin,Melanocyte,melanocyte,SingleR,0,astrocyte
HCA,Skin,HCA_Skin,Melanocyte,melanocyte,ScType,0,mesenchymal cell
HCA,Skin,HCA_Skin,Sweat gland cell,epithelial cell,GPT-4,0.5,epithelial cell
HCA,Skin,HCA_Skin,Sweat gland cell,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
HCA,Skin,HCA_Skin,Sweat gland cell,epithelial cell,GPT-3.5,0.5,endothelial cell
HCA,Skin,HCA_Skin,Sweat gland cell,epithelial cell,CellMarker2.0,0,secretory cell
HCA,Skin,HCA_Skin,Sweat gland cell,epithelial cell,SingleR,0.5,epithelial cell
HCA,Skin,HCA_Skin,Sweat gland cell,epithelial cell,ScType,0,progenitor cell
HCA,Skin,HCA_Skin,Endothelial cell (vascular),endothelial cell,GPT-4,0.5,endothelial cell
HCA,Skin,HCA_Skin,Endothelial cell (vascular),endothelial cell,GPT-4-mar2023,0.5,endothelial cell
HCA,Skin,HCA_Skin,Endothelial cell (vascular),endothelial cell,GPT-3.5,0,muscle cell
HCA,Skin,HCA_Skin,Endothelial cell (vascular),endothelial cell,CellMarker2.0,1,endothelial cell
HCA,Skin,HCA_Skin,Endothelial cell (vascular),endothelial cell,SingleR,0.5,endothelial cell
HCA,Skin,HCA_Skin,Endothelial cell (vascular),endothelial cell,ScType,0.5,endothelial cell
HCA,Skin,HCA_Skin,Pericyte/SMC,"pericyte,muscle cell",GPT-4,0.5,pericyte
HCA,Skin,HCA_Skin,Pericyte/SMC,"pericyte,muscle cell",GPT-4-mar2023,0.5,pericyte
HCA,Skin,HCA_Skin,Pericyte/SMC,"pericyte,muscle cell",GPT-3.5,0,endothelial cell
HCA,Skin,HCA_Skin,Pericyte/SMC,"pericyte,muscle cell",CellMarker2.0,0.5,muscle cell
HCA,Skin,HCA_Skin,Pericyte/SMC,"pericyte,muscle cell",SingleR,0,stem cell
HCA,Skin,HCA_Skin,Pericyte/SMC,"pericyte,muscle cell",ScType,0.5,fibroblast
HCA,Skin,HCA_Skin,Sebaceous gland cell,sebaceous gland cell,GPT-4,1,sebaceous gland cell
HCA,Skin,HCA_Skin,Sebaceous gland cell,sebaceous gland cell,GPT-4-mar2023,0,secretory cell
HCA,Skin,HCA_Skin,Sebaceous gland cell,sebaceous gland cell,GPT-3.5,0,fibroblast
HCA,Skin,HCA_Skin,Sebaceous gland cell,sebaceous gland cell,CellMarker2.0,0,
HCA,Skin,HCA_Skin,Sebaceous gland cell,sebaceous gland cell,SingleR,0,epithelial cell
HCA,Skin,HCA_Skin,Sebaceous gland cell,sebaceous gland cell,ScType,0,epithelial cell
literature,Breast,literature_Breast,Adipocyte,fat cell,GPT-4,1,fat cell
literature,Breast,literature_Breast,Adipocyte,fat cell,GPT-4-mar2023,1,fat cell
literature,Breast,literature_Breast,Adipocyte,fat cell,GPT-3.5,1,fat cell
literature,Breast,literature_Breast,Adipocyte,fat cell,CellMarker2.0,0,
literature,Breast,literature_Breast,B cell_memory,b cell,GPT-4,0.5,b cell
literature,Breast,literature_Breast,B cell_memory,b cell,GPT-4-mar2023,0.5,dendritic cell
literature,Breast,literature_Breast,B cell_memory,b cell,GPT-3.5,0.5,b cell
literature,Breast,literature_Breast,B cell_memory,b cell,CellMarker2.0,0,progenitor cell
literature,Breast,literature_Breast,Fibroblast,fibroblast,GPT-4,1,fibroblast
literature,Breast,literature_Breast,Fibroblast,fibroblast,GPT-4-mar2023,1,fibroblast
literature,Breast,literature_Breast,Fibroblast,fibroblast,GPT-3.5,1,fibroblast
literature,Breast,literature_Breast,Fibroblast,fibroblast,CellMarker2.0,0,myofibroblast cell
literature,Breast,literature_Breast,Luminal Epithelial,epithelial cell,GPT-4,0.5,epithelial cell
literature,Breast,literature_Breast,Luminal Epithelial,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
literature,Breast,literature_Breast,Luminal Epithelial,epithelial cell,GPT-3.5,0.5,epithelial cell
literature,Breast,literature_Breast,Luminal Epithelial,epithelial cell,CellMarker2.0,0.5,epithelial cell
literature,Breast,literature_Breast,Lymphatic Endothelial,endothelial cell,GPT-4,1,endothelial cell
literature,Breast,literature_Breast,Lymphatic Endothelial,endothelial cell,GPT-4-mar2023,1,endothelial cell
literature,Breast,literature_Breast,Lymphatic Endothelial,endothelial cell,GPT-3.5,1,endothelial cell
literature,Breast,literature_Breast,Lymphatic Endothelial,endothelial cell,CellMarker2.0,0,
literature,Breast,literature_Breast,Macrophage,macrophage/monocyte,GPT-4,1,macrophage/monocyte
literature,Breast,literature_Breast,Macrophage,macrophage/monocyte,GPT-4-mar2023,1,macrophage/monocyte
literature,Breast,literature_Breast,Macrophage,macrophage/monocyte,GPT-3.5,1,macrophage/monocyte
literature,Breast,literature_Breast,Macrophage,macrophage/monocyte,CellMarker2.0,0,progenitor cell
literature,Breast,literature_Breast,Mast Cell,granulocyte,GPT-4,1,granulocyte
literature,Breast,literature_Breast,Mast Cell,granulocyte,GPT-4-mar2023,1,granulocyte
literature,Breast,literature_Breast,Mast Cell,granulocyte,GPT-3.5,1,granulocyte
literature,Breast,literature_Breast,Mast Cell,granulocyte,CellMarker2.0,1,granulocyte
literature,Breast,literature_Breast,Myoepithelial (Basal),epithelial cell,GPT-4,1,epithelial cell
literature,Breast,literature_Breast,Myoepithelial (Basal),epithelial cell,GPT-4-mar2023,0,stem cell
literature,Breast,literature_Breast,Myoepithelial (Basal),epithelial cell,GPT-3.5,0,muscle cell
literature,Breast,literature_Breast,Myoepithelial (Basal),epithelial cell,CellMarker2.0,0,stromal cell
literature,Breast,literature_Breast,Pericyte,pericyte,GPT-4,1,pericyte
literature,Breast,literature_Breast,Pericyte,pericyte,GPT-4-mar2023,1,pericyte
literature,Breast,literature_Breast,Pericyte,pericyte,GPT-3.5,1,pericyte
literature,Breast,literature_Breast,Pericyte,pericyte,CellMarker2.0,0.5,stromal cell
literature,Breast,literature_Breast,Smooth Muscle,muscle cell,GPT-4,1,muscle cell
literature,Breast,literature_Breast,Smooth Muscle,muscle cell,GPT-4-mar2023,1,muscle cell
literature,Breast,literature_Breast,Smooth Muscle,muscle cell,GPT-3.5,0,epithelial cell
literature,Breast,literature_Breast,Smooth Muscle,muscle cell,CellMarker2.0,0,stromal cell
literature,Breast,literature_Breast,T cell,t/nk cell,GPT-4,1,t/nk cell
literature,Breast,literature_Breast,T cell,t/nk cell,GPT-4-mar2023,1,t/nk cell
literature,Breast,literature_Breast,T cell,t/nk cell,GPT-3.5,1,t/nk cell
literature,Breast,literature_Breast,T cell,t/nk cell,CellMarker2.0,0.5,t/nk cell
literature,Breast,literature_Breast,Vascular Endothelial,endothelial cell,GPT-4,1,endothelial cell
literature,Breast,literature_Breast,Vascular Endothelial,endothelial cell,GPT-4-mar2023,0.5,endothelial cell
literature,Breast,literature_Breast,Vascular Endothelial,endothelial cell,GPT-3.5,0.5,endothelial cell
literature,Breast,literature_Breast,Vascular Endothelial,endothelial cell,CellMarker2.0,0.5,endothelial cell
literature,Esophagus,literature_Esophagus,Adipocyte,fat cell,GPT-4,1,fat cell
literature,Esophagus,literature_Esophagus,Adipocyte,fat cell,GPT-4-mar2023,1,fat cell
literature,Esophagus,literature_Esophagus,Adipocyte,fat cell,GPT-3.5,1,fat cell
literature,Esophagus,literature_Esophagus,Adipocyte,fat cell,CellMarker2.0,0,
literature,Esophagus,literature_Esophagus,B cell_memory,b cell,GPT-4,0.5,b cell
literature,Esophagus,literature_Esophagus,B cell_memory,b cell,GPT-4-mar2023,0.5,dendritic cell
literature,Esophagus,literature_Esophagus,B cell_memory,b cell,GPT-3.5,0.5,b cell
literature,Esophagus,literature_Esophagus,B cell_memory,b cell,CellMarker2.0,0,
literature,Esophagus,literature_Esophagus,Basal Epithelia,stem cell,GPT-4,1,stem cell
literature,Esophagus,literature_Esophagus,Basal Epithelia,stem cell,GPT-4-mar2023,1,stem cell
literature,Esophagus,literature_Esophagus,Basal Epithelia,stem cell,GPT-3.5,0,epithelial cell
literature,Esophagus,literature_Esophagus,Basal Epithelia,stem cell,CellMarker2.0,0,epithelial cell
literature,Esophagus,literature_Esophagus,Fibroblast,fibroblast,GPT-4,1,fibroblast
literature,Esophagus,literature_Esophagus,Fibroblast,fibroblast,GPT-4-mar2023,1,fibroblast
literature,Esophagus,literature_Esophagus,Fibroblast,fibroblast,GPT-3.5,1,fibroblast
literature,Esophagus,literature_Esophagus,Fibroblast,fibroblast,CellMarker2.0,0.5,stromal cell
literature,Esophagus,literature_Esophagus,Interstitial Cell of Cajal (ICC),interstitial cell,GPT-4,0.5,interstitial cell
literature,Esophagus,literature_Esophagus,Interstitial Cell of Cajal (ICC),interstitial cell,GPT-4-mar2023,1,interstitial cell
literature,Esophagus,literature_Esophagus,Interstitial Cell of Cajal (ICC),interstitial cell,GPT-3.5,0,muscle cell
